name,poi
BELDEN TIMOTHY N,0.16980903601593503
BOWEN JR RAYMOND M,0.10212426648981522
HANNON KEVIN P,0.27800961053673856
DELAINEY DAVID W,0.09460833299754894
CAUSEY RICHARD A,0.11146645303497936
HICKERSON GARY J,0.11914403468885609
FREVERT MARK A,0.4352574986377928
CHAN RONNIE,0.10239081398130317
DONAHUE JR JEFFREY M,0.11073795245317399
REYNOLDS LAWRENCE,0.09945180004425108
HORTON STANLEY C,0.11849856194911115
LEWIS RICHARD,0.10986792378833159
SHERRICK JEFFREY B,0.11418891957474214
MEYER JEROME J,0.09469129916438583
DERRICK JR. JAMES V,0.20467357677119302
PIRO JIM,0.11561191649720028
DETMERING TIMOTHY J,0.1135773116600302
KISHKILL JOSEPH G,0.0999194599967707
BAY FRANKLIN R,0.1086705897013892
PRENTICE JAMES,0.10871989717086011
TOTAL,0.11981042762165539
FALLON JAMES B,0.12069567161541628
METTS MARK,0.12523348389922492
WODRASKA JOHN,0.11883452448972306
MORDAUNT KRISTINA M,0.10749759618725363
CARTER REBECCA C,0.10333488671390346
BHATNAGAR SANJAY,0.12177124122351532
WALTERS GARETH W,0.11051850347448264
BIBI PHILIPPE A,0.10729204819338095
SHERRIFF JOHN R,0.12381828754374169
GIBBS DANA R,0.11900461616963384
LINDHOLM TOD A,0.11629642577675676
MCMAHON JEFFREY,0.1302909547481352
